SampleID	Species	Genus	Confer	Family	Order	Superclass	Phylum	Kingdom	Completeness
NC_052762.1	rupestris	Ctenolabrus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
MT410914.1	rupestris	Ctenolabrus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
MT410926.1	exoletus	Centrolabrus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_052764.1	exoletus	Centrolabrus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
EF192032.2	poecilepterus	Parajulis	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_009459.2	poecilepterus	Parajulis	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
KM978959.1	rostratus	Chelmon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_025953.1	rostratus	Chelmon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
MZ329988.1	flavissimus	Forcipiger	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_063495.1	flavissimus	Forcipiger	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
MW136414.1	chrysostomus	Heniochus	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_057125.1	chrysostomus	Heniochus	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
AP006005.1	diphreutes	Heniochus	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_009871.1	diphreutes	Heniochus	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_056334.1	acuminatus	Heniochus	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
MW039154.1	acuminatus	Heniochus	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_065810.1	modestus	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
ON843631.1	modestus	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
OR726653.1	melannotus	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_084408.1	melannotus	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_065812.1	auriga	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
ON843633.1	auriga	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
OR726654.1	vagabundus	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_084409.1	vagabundus	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_048979.1	wiebeli	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
MN170515.1	wiebeli	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
AP006004.1	auripes	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_009870.1	auripes	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_065811.1	nippon	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
ON843632.1	nippon	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_040865.1	octofasciatus	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
MH094803.1	octofasciatus	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_057146.1	speculum	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
MW363870.1	speculum	Chaetodon	.	Chaetodontidae	Chaetodontiformes	Actinopterygii	Chordata	Metazoa	complete
MT410950.1	semisquamatus	Gymnammodytes	.	Ammodytidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_052767.1	semisquamatus	Gymnammodytes	.	Ammodytidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_020461.1	hexapterus	Ammodytes	.	Ammodytidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
KC422441.1	hexapterus	Ammodytes	.	Ammodytidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_021374.1	personatus	Ammodytes	.	Ammodytidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
JQ085861.1	personatus	Ammodytes	.	Ammodytidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
KT723027.1	americanus	Ammodytes	.	Ammodytidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_028530.1	americanus	Ammodytes	.	Ammodytidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
KT723026.1	dubius	Ammodytes	.	Ammodytidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_028529.1	dubius	Ammodytes	.	Ammodytidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
MT410919.1	vipera	Echiichthys	.	Trachinidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_052763.1	vipera	Echiichthys	.	Trachinidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
PP033001.1	numida	Pseudopercis	.	Pinguipedidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_088020.1	numida	Pseudopercis	.	Pinguipedidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_004400.1	dybowskii	Hypoptychus	.	Hypoptychidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
AP004437.1	dybowskii	Hypoptychus	.	Hypoptychidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
AB445125.1	inconstans	Culaea	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_011577.1	inconstans	Culaea	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_041244.1	aculeatus	Gasterosteus	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MH205729.1	aculeatus	Gasterosteus	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_011570.1	wheatlandi	Gasterosteus	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
AB445129.1	wheatlandi	Gasterosteus	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_011580.1	quadracus	Apeltes	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
AB445126.1	quadracus	Apeltes	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_029473.1	laevis	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KT989567.1	laevis	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
EU332748.1	sinensis	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_014889.1	sinensis	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
AB445130.1	pungitius	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_011571.1	pungitius	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_029474.1	platygaster	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KT989570.1	platygaster	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_029471.1	hellenicus	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KU236383.1	hellenicus	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_029472.1	tymensis	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KU255082.1	tymensis	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
EU332749.1	kaibarae	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_014893.1	kaibarae	Pungitius	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_011569.1	japonicus	Aulichthys	.	Aulorhynchidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
AB445127.1	japonicus	Aulichthys	.	Aulorhynchidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
AB445128.1	spinachia	Spinachia	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_011582.1	spinachia	Spinachia	.	Gasterosteidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
AP009196.1	flavidus	Aulorhynchus	.	Aulorhynchidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_010268.1	flavidus	Aulorhynchus	.	Aulorhynchidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_069612.1	liuorum	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
OP096421.1	liuorum	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
NC_024044.1	chinensis	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
KJ418377.1	chinensis	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
AP012516.1	punctatissimus	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
NC_022501.1	punctatissimus	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
KJ162571.1	cinereus	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
NC_029152.1	cinereus	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
NC_087904.1	colonorum	Percalates	.	.	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
PP405425.1	colonorum	Percalates	.	.	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AP014534.1	novemaculeata	Macquaria	.	Percichthyidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_024850.1	novemaculeata	Percalates	.	.	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_024846.1	irwini	Percilia	.	Percichthyidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AP014528.1	irwini	Percilia	.	Percichthyidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_026899.1	variegatus	Cheilodactylus	.	Cheilodactylidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
KP704218.1	variegatus	Cheilodactylus	.	Cheilodactylidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_088014.1	bergi	Nemadactylus	.	Cheilodactylidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
PP032990.1	bergi	Nemadactylus	.	Cheilodactylidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AP006013.1	zonatus	Cheilodactylus	.	Cheilodactylidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_024858.1	zonatus	Cheilodactylus	.	Cheilodactylidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AB470301.1	gladius	Xiphias	.	Xiphiidae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_012677.1	gladius	Xiphias	.	Xiphiidae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
AB470305.1	indica	Makaira	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_012675.1	indica	Makaira	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
KU315127.1	albida	Kajikia	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_030010.1	albida	Kajikia	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
AB470302.1	audax	Tetrapturus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_012678.1	audax	Tetrapturus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_030009.1	georgii	Tetrapturus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
KU315123.1	georgii	Tetrapturus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_012679.1	angustirostris	Tetrapturus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
AB470303.1	angustirostris	Tetrapturus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
KU315122.1	belone	Tetrapturus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_030008.1	belone	Tetrapturus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_030007.1	pfluegeri	Tetrapturus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
KU315121.1	pfluegeri	Tetrapturus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_022478.1	albicans	Istiophorus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
AP006035.1	platypterus	Istiophorus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
AB470306.1	platypterus	Istiophorus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_012676.1	platypterus	Istiophorus	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_030006.1	nigricans	Makaira	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
KU315120.1	nigricans	Makaira	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_012680.1	mazara	Makaira	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
AB470304.1	mazara	Makaira	.	Istiophoridae	Istiophoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_063690.1	sulphureus	Upeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
MW036248.1	sulphureus	Upeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
OR546156.1	parvus	Upeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_083008.1	parvus	Upeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_088021.1	maculatus	Pseudupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
PP033002.1	maculatus	Pseudupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_024188.1	vanicolensis	Mulloidichthys	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
AP012310.1	vanicolensis	Mulloidichthys	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
OP718220.1	barberinoides	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_082527.1	barberinoides	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
OP718223.1	cyclostomus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_082529.1	cyclostomus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_082528.1	biaculeatus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
OP718222.1	biaculeatus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
AP012314.1	multifasciatus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_024192.1	multifasciatus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_082531.1	crassilabris	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
OP718225.1	crassilabris	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_060686.1	indicus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
OL581685.1	indicus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_082530.1	barberinus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
OP718224.1	barberinus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_064112.1	pleurostigma	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
ON210851.1	pleurostigma	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_062603.1	heptacanthus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
OL890693.1	heptacanthus	Parupeneus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
PP032988.1	argentinae	Mullus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_088012.1	argentinae	Mullus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
NC_052759.1	surmuletus	Mullus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
MT410885.1	surmuletus	Mullus	.	Mullidae	Syngnathiformes	Actinopterygii	Chordata	Metazoa	complete
KT591189.1	oxycephalus	Bodianus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_028423.1	oxycephalus	Bodianus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
KC593370.1	albimarginata	Variola	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_022139.1	albimarginata	Variola	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_022138.1	louti	Variola	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC593369.1	louti	Variola	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
AP004410.1	niger	Lamprogrammus	.	Ophidiidae	Ophidiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_004378.1	niger	Lamprogrammus	.	Ophidiidae	Ophidiiformes	Actinopterygii	Chordata	Metazoa	complete
AP004405.1	zenkevitchi	Bassozetus	.	Ophidiidae	Ophidiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_004374.1	zenkevitchi	Bassozetus	.	Ophidiidae	Ophidiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_004376.1	brachysoma	Diplacanthopoma	.	Bythitidae	Ophidiiformes	Actinopterygii	Chordata	Metazoa	complete
AP004408.1	brachysoma	Diplacanthopoma	.	Bythitidae	Ophidiiformes	Actinopterygii	Chordata	Metazoa	complete
AP004407.1	rubrirostris	Cataetyx	.	Bythitidae	Ophidiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_004375.1	rubrirostris	Cataetyx	.	Bythitidae	Ophidiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_027281.1	jarbua	Terapon	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
KP455734.1	jarbua	Terapon	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AP011064.1	oxyrhynchus	Rhynchopelates	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_013141.1	oxyrhynchus	Rhynchopelates	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_056114.1	theraps	Terapon	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
MW143074.1	theraps	Terapon	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_043855.1	unicolor	Leiopotherapon	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
MK024340.1	unicolor	Leiopotherapon	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_024854.1	bidyanus	Bidyanus	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AP014539.1	bidyanus	Bidyanus	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
KP317810.1	barcoo	Scortum	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_027171.1	barcoo	Scortum	.	Terapontidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_037220.1	maculata	Mene	.	Menidae	.	Actinopterygii	Chordata	Metazoa	complete
MG099701.1	maculata	Mene	.	Menidae	.	Actinopterygii	Chordata	Metazoa	complete
FJ606835.1	erumei	Psettodes	.	Psettodidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
NC_020032.1	erumei	Psettodes	.	Psettodidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
OR231239.1	belcheri	Psettodes	.	Psettodidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
NC_083269.1	belcheri	Psettodes	.	Psettodidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
AP017448.1	megaceps	Neobathyclupea	.	Bathyclupeidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
NC_034342.1	megaceps	Bathyclupea	.	Bathyclupeidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
KU925871.1	microlepis	Datnioides	.	Datnioididae	Lobotiformes	Actinopterygii	Chordata	Metazoa	complete
NC_030278.1	microlepis	Datnioides	.	Datnioididae	Lobotiformes	Actinopterygii	Chordata	Metazoa	complete
KU870663.1	undecimradiatus	Datnioides	.	Datnioididae	Lobotiformes	Actinopterygii	Chordata	Metazoa	complete
NC_030259.1	undecimradiatus	Datnioides	.	Datnioididae	Lobotiformes	Actinopterygii	Chordata	Metazoa	complete
OP242184.1	pulcher	Datnioides	.	Datnioididae	Lobotiformes	Actinopterygii	Chordata	Metazoa	complete
NC_071872.1	pulcher	Datnioides	.	Datnioididae	Lobotiformes	Actinopterygii	Chordata	Metazoa	complete
AP009162.1	cornutus	Zanclus	.	Zanclidae	Acanthuriformes	Actinopterygii	Chordata	Metazoa	complete
NC_009852.1	cornutus	Zanclus	.	Zanclidae	Acanthuriformes	Actinopterygii	Chordata	Metazoa	complete
NC_025298.1	indica	Sillago	.	Sillaginidae	.	Actinopterygii	Chordata	Metazoa	complete
KM186884.1	indica	Sillago	.	Sillaginidae	.	Actinopterygii	Chordata	Metazoa	complete
JQ048935.1	sihama	Sillago	.	Sillaginidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_016672.1	sihama	Sillago	.	Sillaginidae	.	Actinopterygii	Chordata	Metazoa	complete
KM234972.1	aeolus	Sillago	.	Sillaginidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_025935.1	aeolus	Sillago	.	Sillaginidae	.	Actinopterygii	Chordata	Metazoa	complete
KR363151.1	sinica	Sillago	.	Sillaginidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_030373.1	sinica	Sillago	.	Sillaginidae	.	Actinopterygii	Chordata	Metazoa	complete
